"CityName","CountryName"
"Stevenport","Liberia"
"East Jonathanland","Mongolia"
"Lake Dianaton","Eritrea"
"South Nicholas","Slovakia (Slovak Republic)"
"Lake Kathy","Algeria"
"Lake Traviston","Rwanda"
"Lake Norma","Mauritius"
"East Hannahside","Thailand"
"New Annbury","Qatar"
"Lewistown","Nigeria"
"North Bonnie","Cuba"
"Sanchezfurt","Serbia"
"Cowanton","Niue"
"Port Wanda","Latvia"
"South Paulmouth","Taiwan"
"North Stevenchester","Svalbard & Jan Mayen Islands"
"Masonland","Vietnam"
"South Sandy","Albania"
"Lauraside","Afghanistan"
"Dominiqueside","France"
"Lake Tina","Holy See (Vatican City State)"
"Lisafort","Ireland"
"West Michele","Palestinian Territory"
"Port Brendafort","Bhutan"
"Coleview","Ecuador"
"Jacquelineview","Ghana"
"West Michelle","Puerto Rico"
"Grossmouth","Mauritius"
"Whitakerbury","Spain"
"New Erictown","Tokelau"
"Harmonfort","Syrian Arab Republic"
"Aliciaberg","Trinidad and Tobago"
"Carlyville","Netherlands Antilles"
"Cookton","Bulgaria"
"South Samuelhaven","Serbia"
"Isaacberg","Guinea"
"Murrayton","Bahamas"
"Raybury","French Polynesia"
"South Mary","Djibouti"
"South Jodiborough","Cambodia"
"Tammystad","United Arab Emirates"
"Charlesborough","Namibia"
"Mcclainland","Italy"
"New Shannonville","Namibia"
"Johnstonfurt","Aruba"
"Hollyview","Costa Rica"
"New Deannabury","Cook Islands"
"Manuelburgh","Serbia"
"Port Carlos","French Guiana"
"New Samuelfort","Estonia"
"North Ashleychester","Slovakia (Slovak Republic)"
"Danielshire","Luxembourg"
"Williechester","Angola"
"Bradleyport","Solomon Islands"
"Griffinville","Oman"
"Jonesville","Korea"
"Sanchezchester","Portugal"
"Kellyfurt","Iceland"
"Bethburgh","Namibia"
"Padillastad","Australia"
"East Ronnieberg","Estonia"
"New Michellefurt","French Guiana"
"West Jasonland","Bhutan"
"Williamside","Russian Federation"
"Port Grant","Bangladesh"
"Port Evan","French Guiana"
"Hoffmanhaven","Korea"
"Hesshaven","Albania"
"Kellishire","Belize"
"Port Timothybury","Barbados"
"East Paigeberg","Georgia"
"Tannerside","Kuwait"
"Haneymouth","Nepal"
"Jonesville","Gabon"
"Cruzburgh","Taiwan"
"South Richard","Syrian Arab Republic"
"Melissaberg","Australia"
"Valeriefort","Dominican Republic"
"Port Miguelchester","Madagascar"
"Hawkinsland","Austria"
"South Matthew","Mali"
"South Brendashire","Saint Helena"
"East Billyville","Sudan"
"Edwardshire","Lebanon"
"Tracytown","Guinea"
"North Matthew","Germany"
"New Codyfurt","Argentina"
"Vargaston","Lao People's Democratic Republic"
"Downshaven","New Zealand"
"Austinchester","Gabon"
"Brentfurt","Sao Tome and Principe"
"Johnsonmouth","Wallis and Futuna"
"North Tammyhaven","Venezuela"
"Emilyville","Azerbaijan"
"Marymouth","United States Virgin Islands"
"Murraystad","New Zealand"
"West Matthewville","Canada"
"South Desiree","Rwanda"
"Raymondland","Saint Pierre and Miquelon"
"New Janestad","Australia"
"Martinshire","Argentina"
"North Melissa","Zimbabwe"
"Lake Cynthiamouth","Vietnam"
"Rachelland","Holy See (Vatican City State)"
"Port Elizabethville","Belize"
"Port Jose","Spain"
"West Keithbury","Japan"
"Johnberg","Panama"
"Lake Erica","Botswana"
"Burkeside","Monaco"
"South Walterfurt","Malaysia"
"Angelaberg","Antigua and Barbuda"
"South Sarah","Mongolia"
"Angelaborough","Mali"
"Brittanyborough","Ethiopia"
"East Michaelton","Chile"
"Alexisstad","Ukraine"
"Kingborough","Uzbekistan"
"South Rebecca","Norway"
"New Christopher","Netherlands Antilles"
"New Patriciaborough","Oman"
"Thompsonside","Namibia"
"Aliceside","Seychelles"
"Jeremychester","Bolivia"
"Maysberg","Pitcairn Islands"
"Steinburgh","Venezuela"
"Lopezborough","Macedonia"
"East Jenniferbury","Germany"
"Jeremyfurt","Jordan"
"Zimmermanfort","Austria"
"Barnesfurt","Aruba"
"South Travis","Djibouti"
"Martinezport","Sierra Leone"
"North Dawnmouth","Martinique"
"North Heidimouth","Canada"
"Patrickport","Belarus"
"Lake Jessica","Sudan"
"East Carlytown","Mongolia"
"Davidton","Antigua and Barbuda"
"Edwardsport","Haiti"
"Nataliefurt","Saint Kitts and Nevis"
"Glassstad","Samoa"
"Copelandton","Brazil"
"West John","Myanmar"
"New Bradley","Indonesia"
"Conleystad","Cocos (Keeling) Islands"
"South Melissa","Austria"
"Lake Amber","Turkey"
"Nicholsburgh","Argentina"
"Jonesfort","Saint Martin"
"New Christopher","Saint Lucia"
"Barkermouth","Cocos (Keeling) Islands"
"East Sethfort","Iceland"
"Dawnland","Ethiopia"
"Stevenberg","Vietnam"
"Davidsonchester","Guatemala"
"Dianaburgh","Romania"
"Parkshire","Croatia"
"North Kevinmouth","Bolivia"
"Thomaston","Anguilla"
"Nicholemouth","Uruguay"
"New Matthew","Zimbabwe"
"New Stephenborough","Italy"
"South Jonathanfort","Syrian Arab Republic"
"Port Micheleborough","Saint Pierre and Miquelon"
"Ryanshire","Norfolk Island"
"Fernandezmouth","Cook Islands"
"Port Caseyton","Thailand"
"Jamesbury","Bosnia and Herzegovina"
"Anthonyburgh","Brazil"
"Castanedaside","Jersey"
"South James","Burkina Faso"
"Matthewborough","Nigeria"
"Juliaside","Saint Vincent and the Grenadines"
"Kristinashire","Kazakhstan"
"Lopezside","Algeria"
"New Joshuaport","Israel"
"Kimberlychester","Morocco"
"Williamsview","Philippines"
"Williambury","Czech Republic"
"Carrchester","Saint Martin"
"West Ashleytown","Palau"
"Gilmoreside","Cyprus"
"Sabrinaberg","Vietnam"
"Adamchester","Angola"
"West Beth","Tunisia"
"Brookeview","Micronesia"
"Lake Garrett","Comoros"
"Anthonyhaven","Benin"
"Williamsshire","San Marino"
"East Williambury","Comoros"
"Schwartzshire","Paraguay"
"Warrenville","Cuba"
"Stevenburgh","Liechtenstein"
"Heberthaven","Burkina Faso"
"Huangport","Burkina Faso"
"New Tiffanytown","Barbados"
"Phillipberg","Wallis and Futuna"
"Rileystad","Montserrat"
"Port Michaelmouth","Lesotho"
"Snyderchester","Andorra"
"New Adam","South Georgia and the South Sandwich Islands"
"Lake Ryan","Uganda"
"Brianside","Belize"
"Claytonmouth","Ghana"
"East Robert","Western Sahara"
"Veronicatown","Lebanon"
"New Baileyshire","Lebanon"
"Manningbury","Christmas Island"
"Port Deborahland","United States Minor Outlying Islands"
"North Sarah","Reunion"
"Austinside","Marshall Islands"
"West Natashamouth","Bhutan"
"Bryanview","Barbados"
"North Steven","United States of America"
"Thomasview","Antarctica (the territory South of 60 deg S)"
"Adamshaven","Wallis and Futuna"
"West James","Iceland"
"Gibsonborough","Tanzania"
"Port Debbieville","Holy See (Vatican City State)"
"North Andrewland","Benin"
"Cathyland","British Indian Ocean Territory (Chagos Archipelago)"
"West Jessicaland","Algeria"
"Sarahport","Equatorial Guinea"
"South Christopher","Netherlands Antilles"
"Soniafort","Afghanistan"
"Port Justin","Isle of Man"
"North Dylan","Peru"
"Josephberg","Vanuatu"
"Port Anthony","Jamaica"
"Petersonhaven","Russian Federation"
"North Juliaview","Venezuela"
"West Matthewborough","Rwanda"
"Davidberg","Western Sahara"
"West Dustinville","Timor-Leste"
"North Phillip","Venezuela"
"South Dariusland","Moldova"
"Carolshire","Northern Mariana Islands"
"Gutierrezfurt","Canada"
"Lake Mark","Cape Verde"
"West Zachary","Cote d'Ivoire"
"Port Christopher","Swaziland"
"Port Travisshire","Burkina Faso"
"Baileyhaven","Sri Lanka"
"East Brandonberg","Israel"
"Lake Sarahtown","Macedonia"
"West Sharon","Burundi"
"North Anthonybury","Italy"
"Leefort","Papua New Guinea"
"Sanderstown","Syrian Arab Republic"
"East Sethview","Kyrgyz Republic"
"Lake Kellyton","Mayotte"
"North Kristi","Turkey"
"Jenniferfort","Chad"
"Baileyborough","Namibia"
"South Brookeborough","India"
"Reynoldstown","Israel"
"North Wayneview","Sierra Leone"
"Wagnerfurt","Poland"
"Michaelland","Nauru"
"Port Kevinfurt","Gambia"
"Lake Oscarland","United States Virgin Islands"
"Smithville","Burkina Faso"
"East Carrieberg","Costa Rica"
"Katherinetown","Cuba"
"East Rebecca","Zimbabwe"
"Bishopmouth","French Guiana"
"Nashtown","Italy"
"Gutierrezstad","Poland"
"Lake Dustin","Burkina Faso"
"Thomastown","Saint Kitts and Nevis"
"North Vickishire","Guam"
"Nicolemouth","Norfolk Island"
"West Bonnieport","British Virgin Islands"
"Port Craig","Palestinian Territory"
"Lake Lisa","United States Minor Outlying Islands"
"West Jasmineberg","Congo"
"Sharonstad","Nauru"
"Darrylstad","Guinea"
"Richardhaven","Spain"
"North Edwinberg","Panama"
"Austinshire","Benin"
"New Christina","Togo"
"East Andrew","Ireland"
"Peterport","Honduras"
"Valenciafort","Argentina"
"Kathrynstad","Monaco"
"Cisnerosside","Angola"
"New Valerie","Tonga"
"Lake Virginiaville","Iceland"
"West Laurenburgh","Nauru"
"Warefurt","Mexico"
"Potterside","Marshall Islands"
"Port Sherriland","Armenia"
"Mcneilmouth","Mexico"
"Medinaton","Fiji"
"Brownchester","Bangladesh"
"Michellebury","Iraq"
"Lowetown","Cambodia"
"Morganstad","Namibia"
"Port Juanberg","Qatar"
"Victoriashire","Tuvalu"
"Ryanburgh","Brazil"
"Port Brittany","Libyan Arab Jamahiriya"
"Lake Jonathanland","Costa Rica"
"Thompsonberg","Bolivia"
"Dixonton","Bahamas"
"South Hannah","San Marino"
"Natashachester","Serbia"
"North Beckyhaven","Martinique"
"South Kirstenmouth","Bulgaria"
"Goodmanfort","Mauritania"
"Amybury","Niue"
"Christophertown","Cocos (Keeling) Islands"
"Port Natashaport","Lithuania"
"Ruizborough","Saint Helena"
"New Shawn","Iraq"
"Jenniferfurt","Kenya"
"Cherylberg","Ethiopia"
"East Jorge","Anguilla"
"Heathside","Belgium"
"Montesberg","Kuwait"
"East Kristentown","Colombia"
"Tuckerland","Chile"
"New Melissaport","Barbados"
"North Rachelchester","Serbia"
"Jonesville","Chile"
"Port Gloria","Sudan"
"Lake Paige","Vietnam"
"South Monica","Grenada"
"West Robert","Iceland"
"Nathanport","French Guiana"
"Theodoreview","Martinique"
"Jacobsside","Pakistan"
"Port Joshua","Bahamas"
"Kingfort","Haiti"
"Lake Joshua","Malawi"
"East Douglasport","Trinidad and Tobago"
"Jamesburgh","Bolivia"
"Alvaradoport","Malaysia"
"Lisaberg","Hungary"
"North Dakota","San Marino"
"Kingside","Antigua and Barbuda"
"Cherylville","United States of America"
"South Matthewberg","Montenegro"
"Lake Natasha","Lao People's Democratic Republic"
"Lake Anna","Cayman Islands"
"North Michael","Estonia"
"Millerfurt","Guinea-Bissau"
"West Julieton","Seychelles"
"Lake Keith","Tunisia"
"North Dustinstad","Mongolia"
"Edwardsview","Luxembourg"
"South Lisa","United States of America"
"New Gina","Mayotte"
"Lake Scottfurt","Bolivia"
"Neilshire","Mozambique"
"Randymouth","New Caledonia"
"Lake Michaelville","Cocos (Keeling) Islands"
"South Victoria","Albania"
"Timothychester","Macao"
"Lake Christopherhaven","Micronesia"
"South Robert","Saint Lucia"
"West Mark","Kiribati"
"Lake Karen","Tokelau"
"North Aaronshire","Swaziland"
"Port Scott","Greenland"
"East Kevinburgh","Tokelau"
"North Emilyville","Bhutan"
"South Cory","France"
"Donaldhaven","Norfolk Island"
"Huynhside","Nauru"
"North Matthew","Palestinian Territory"
"Barbarastad","Egypt"
"West Nicolestad","Slovenia"
"East Alyssa","American Samoa"
"Lake Mariahaven","Georgia"
"East Vickiemouth","Brunei Darussalam"
"Fredericktown","Nicaragua"
"West Jessica","Afghanistan"
"Juliantown","Montenegro"
"North Michaelbury","Ireland"
"West Patrick","Egypt"
"Williamsonton","Hong Kong"
"Kelseyport","Turkey"
"North Lauraburgh","Japan"
"Port Katelyn","Turkmenistan"
"Warrenville","Norway"
"East Ashlee","Costa Rica"
"East Chloe","Holy See (Vatican City State)"
"Lake George","Slovakia (Slovak Republic)"
"East Christopherstad","Ecuador"
"Lake Rachelburgh","Wallis and Futuna"
"East Raymondside","Saudi Arabia"
"Port Matthew","Cambodia"
"New Ginahaven","Ethiopia"
"East Barbara","Brunei Darussalam"
"New Eric","Georgia"
"East Samuelbury","Cape Verde"
"Port Shirley","Aruba"
"East Wesley","Trinidad and Tobago"
"West Brianland","Gambia"
"Daughertymouth","Belize"
"New Theresa","United States Virgin Islands"
"South Elizabeth","Malta"
"Amandaville","Venezuela"
"East Cynthiaburgh","Aruba"
"Cooktown","Chad"
"Thomasview","Austria"
"Robinsontown","Kiribati"
"New Danielleville","Djibouti"
"Paulton","Mauritius"
"East Jeremymouth","Korea"
"Port Antonioport","Gabon"
"Warrenville","Russian Federation"
"Port Kimberlytown","Benin"
"Lake Anthonyland","Marshall Islands"
"Lake Justin","Gabon"
"Jennifershire","Sri Lanka"
"East Kathrynmouth","Guadeloupe"
"East Kevinfurt","Sudan"
"East Jessica","Cuba"
"Lake Aaron","Niue"
"Vincentville","Trinidad and Tobago"
"Nicoleberg","Bangladesh"
"East Donna","Malta"
"Kaylamouth","Malta"
"East George","Cameroon"
"Weissfort","Palau"
"Cunninghambury","Ghana"
"South Tiffanyfurt","South Africa"
"Russellview","Serbia"
"East John","Equatorial Guinea"
"Leeshire","Panama"
"Acostaport","Mozambique"
"New Steven","Lesotho"
"North Kayla","Angola"
"New Justin","Madagascar"
"West Kendrastad","Honduras"
"New Lindatown","Central African Republic"
"Garciabury","Ghana"
"North Dustin","Bahamas"
"Melvinhaven","Wallis and Futuna"
"Karachester","Nigeria"
"Webbfurt","Denmark"
"Larsonside","Thailand"
"Johnhaven","Mozambique"
"East Seanhaven","Saint Martin"
"East Caitlinborough","Sweden"
"Danielfort","Yemen"
"Michaelberg","Sri Lanka"
"Kimberlystad","Armenia"
"Port Jerry","Mali"
"East Jamestown","Russian Federation"
"New Darrellland","Norway"
"Gregorybury","Congo"
"West Rebecca","Lesotho"
"Richardsview","Tokelau"
"Stephenberg","New Caledonia"
"West Kennethview","American Samoa"
"East Cody","Germany"
"Jamesville","Sierra Leone"
"Lake Jessicaville","Congo"
"New Rachel","Luxembourg"
"Susanborough","South Africa"
"Thompsonmouth","Zimbabwe"
"Leonardborough","Hungary"
"Micheleside","Marshall Islands"
"South Erica","United Arab Emirates"
"Johntown","Georgia"
"New Tammy","Cuba"
"West Susan","Colombia"
"Thomaschester","Morocco"
"West Allisonside","Nigeria"
"Blakefort","Bhutan"
"Port Dawnbury","Svalbard & Jan Mayen Islands"
"West Michelle","Congo"
"West Joelton","Mongolia"
"Hollyfort","Sweden"
"Williamstown","Iceland"
"Port Courtney","Canada"
"Armstrongview","Sao Tome and Principe"
"South Michaelton","Portugal"
"Lake Roger","Somalia"
"Lake Beth","Jersey"
"Stephenshire","Kenya"
"Gibsonbury","Tokelau"
"East Caroline","Cameroon"
"Port Troyshire","Antarctica (the territory South of 60 deg S)"
"Jeffreyberg","Congo"
"East Carrieburgh","Spain"
"West Ericview","Argentina"
"Abbottland","Tokelau"
"Jessicaburgh","Netherlands Antilles"
"Port Elizabeth","Sierra Leone"
"New Audrey","France"
"East Anna","Niger"
"Hillport","New Zealand"
"Christopherhaven","Saint Pierre and Miquelon"
"West Amanda","Saint Kitts and Nevis"
"Parkshire","Sao Tome and Principe"
"East Benjaminstad","Malta"
"Gonzalezchester","Azerbaijan"
"South Amanda","Yemen"
"Gordonbury","Thailand"
"North Kelli","Guinea-Bissau"
"Davisshire","Czech Republic"
"Murraybury","Togo"
"South Josefort","Zimbabwe"
"South Destiny","Nigeria"
"Lake Scottport","Iceland"
"West Peggyland","Romania"
"Lake Thomas","British Virgin Islands"
"East Robertshire","China"
"Wilsonberg","Puerto Rico"
"Darrelltown","Andorra"
"Timothyfurt","Samoa"
"Port Virginiamouth","Egypt"
"Longview","Hungary"
"Matthewsfort","Turks and Caicos Islands"
"Davisberg","Singapore"
"Fletcherfurt","Timor-Leste"
"Martinport","Colombia"
"Lucaston","Tunisia"
"Kingport","Chad"
"North Joseph","Latvia"
"Lake Kimberlyside","Botswana"
"Joannafort","Guyana"
"Deckerchester","Bahrain"
"Markmouth","Congo"
"West Scott","Yemen"
"Hesterchester","France"
"Andreaberg","Palau"
"Darrellville","Cape Verde"
"Port Patrick","Korea"
"East Brett","Switzerland"
"South Derek","Monaco"
"West Carolyn","Cape Verde"
"Collinstown","Tajikistan"
"New Loriburgh","Estonia"
"Floresborough","Luxembourg"
"Lake Amy","Somalia"
"Port Javierstad","Panama"
"Lake Joelmouth","Seychelles"
"Scottmouth","Mauritania"
"New Jason","Zimbabwe"
"West Johnborough","Gibraltar"
"West Brandonshire","Ireland"
"Kennethfurt","India"
"Brewerport","Antarctica (the territory South of 60 deg S)"
"Herringfort","Venezuela"
"New Tiffanymouth","Guinea"
"South Whitneyview","Northern Mariana Islands"
"South Williamport","Australia"
"Robertshire","San Marino"
"Lake Edward","Tuvalu"
"Brockton","Turks and Caicos Islands"
"East Samuel","Grenada"
"Port Jeffreyside","Jersey"
"South Leah","Cook Islands"
"Lake Gary","Ethiopia"
"Port Sarah","Cape Verde"
"East Kaylaberg","Suriname"
"Patrickburgh","Malaysia"
"Jessicaberg","Oman"
"Murphyfort","Bolivia"
"Sarahshire","Palau"
"Christensenhaven","Bosnia and Herzegovina"
"South Donnatown","Tajikistan"
"Christopherbury","Burundi"
"Herreratown","Liechtenstein"
"South Maxwell","Mayotte"
"New Jenniferborough","Iceland"
"Port Donnahaven","Saudi Arabia"
"Lake Samanthahaven","Niger"
"Nicoleland","New Zealand"
"New Jamie","Colombia"
"North Rhondashire","Turkmenistan"
"North Thomasside","Malta"
"Portermouth","Vanuatu"
"Port Gregory","Italy"
"Markfort","Namibia"
"Brownhaven","Moldova"
"Gordonchester","Malta"
"Hickston","Bahrain"
"South Jamie","Egypt"
"Port Michelle","Anguilla"
"Erinborough","Burundi"
"East Steven","China"
"Johnville","Eritrea"
"Carolinehaven","Holy See (Vatican City State)"
"Port Christinamouth","Pitcairn Islands"
"Lake Michael","Angola"
"Staceybury","Canada"
"East Jenniferton","Burundi"
"Mccoychester","Oman"
"Andersonbury","Zambia"
"Port Lesliechester","Christmas Island"
"New Ashleybury","Falkland Islands (Malvinas)"
"Keithstad","Singapore"
"East Jasonfort","Ecuador"
"Port Kathryn","Jordan"
"West Carolyntown","Austria"
"Gonzalezville","Anguilla"
"Josephbury","Turks and Caicos Islands"
"Port Derrickmouth","Guinea"
"West Jeffrey","American Samoa"
"Torresstad","Moldova"
"Ralphport","Saint Kitts and Nevis"
"Andersonside","Cocos (Keeling) Islands"
"Gonzalezberg","Ecuador"
"Andrewborough","Malta"
"Carlosmouth","Croatia"
"North Dustinmouth","Papua New Guinea"
"Stephaniechester","Philippines"
"West Christy","Kuwait"
"Fordborough","United States of America"
"Wolfeland","Aruba"
"Davenporttown","South Africa"
"Lauraton","Cameroon"
"East Morgan","Guinea-Bissau"
"Jenniferland","Myanmar"
"Leeville","Madagascar"
"Lake Jenniferchester","Iraq"
"New James","Ethiopia"
"Nunezborough","Japan"
"Turnerville","France"
"New Kimberlybury","Sierra Leone"
"Katherinetown","Congo"
"Katelynhaven","Czech Republic"
"Jessicaport","Cyprus"
"West Jessicaside","Saint Barthelemy"
"Leefurt","Djibouti"
"Stacyborough","Bahamas"
"Port Chadton","Papua New Guinea"
"East Patricia","French Polynesia"
"Brettmouth","Saudi Arabia"
"Sandrastad","Puerto Rico"
"Millerburgh","Paraguay"
"Cooleyfort","Brazil"
"Jameschester","Sri Lanka"
"Jenkinsmouth","Palau"
"East David","Argentina"
"Danielmouth","Congo"
"Lake Michaelhaven","Malta"
"South Amberfurt","Mauritius"
"Christopherfort","Mongolia"
"Davidsonville","Australia"
"Brownton","Venezuela"
"Meaganchester","Mayotte"
"New Monicaport","Micronesia"
"North Alexander","Bhutan"
"Richardstad","Mozambique"
"West Nancy","Argentina"
"Steventown","Nicaragua"
"South Christina","Samoa"
"Brianchester","Montserrat"
"Adamsland","Croatia"
"East Linda","Cocos (Keeling) Islands"
"West Theresaburgh","South Georgia and the South Sandwich Islands"
"North David","Estonia"
"North Megan","Kiribati"
"East Antonio","Australia"
"South Brianburgh","Ecuador"
"Rogerstown","Vanuatu"
"East Amanda","Ukraine"
"Zavalaberg","Georgia"
"North James","Lao People's Democratic Republic"
"Brooksmouth","Honduras"
"Martinezport","Portugal"
"Alanside","Liberia"
"Briantown","Estonia"
"Port Cindy","Saint Helena"
"East Christine","Taiwan"
"Coxstad","Albania"
"Josephborough","Czech Republic"
"Lake Rachel","Azerbaijan"
"North Christyberg","Panama"
"South Keith","Christmas Island"
"Port Seanberg","Western Sahara"
"Heidifurt","Ukraine"
"Josemouth","United States Minor Outlying Islands"
"Matthewtown","Netherlands Antilles"
"West Robinmouth","Cote d'Ivoire"
"Richardfurt","Syrian Arab Republic"
"East Rodney","Djibouti"
"Caitlinburgh","Romania"
"East Sarahtown","Netherlands Antilles"
"Cuevasberg","Kuwait"
"Jacobhaven","Papua New Guinea"
"Carterfort","Swaziland"
"Millerborough","Hong Kong"
"South Charlesfort","Kuwait"
"North Mary","British Indian Ocean Territory (Chagos Archipelago)"
"Lake Shaneberg","Holy See (Vatican City State)"
"South Anthony","Gabon"
"South Maryfort","Sudan"
"East Alisha","Brazil"
"North Jessicachester","Bhutan"
"North Richard","Venezuela"
"Port Denisefort","Korea"
"Port Markmouth","Lao People's Democratic Republic"
"Anthonyville","Austria"
"Jenkinschester","Congo"
"Barnesberg","Kuwait"
"South Jocelyn","Guinea-Bissau"
"East Bethton","Morocco"
"Port Brandonfort","Monaco"
"Port Mark","Estonia"
"New Robinburgh","Antarctica (the territory South of 60 deg S)"
"Nathanielside","British Virgin Islands"
"Edwinstad","Lao People's Democratic Republic"
"Oneillchester","Colombia"
"North Lisa","Montenegro"
"Keyton","Ukraine"
"Mooreville","Romania"
"East Roberttown","Maldives"
"East Lisaberg","Benin"
"Jonesfurt","Cuba"
"Karenhaven","Guam"
"East Katiestad","Croatia"
"East Kellyton","Micronesia"
"West Christina","Taiwan"
"East Jessicaside","Nigeria"
"Ramirezmouth","Jersey"
"Henryshire","Turkey"
"North Raven","Czech Republic"
"Danielchester","Northern Mariana Islands"
"Shermanton","Jamaica"
"Adkinsbury","Saint Helena"
"North Samanthaside","Cameroon"
"North Dana","Italy"
"Fordport","France"
"Lake Christina","Botswana"
"West Christopher","Mayotte"
"Lake Timothyfort","French Polynesia"
"North Edwardstad","Switzerland"
"Robbinsburgh","Dominica"
"Martinside","Jersey"
"Sheliachester","Paraguay"
"Heathermouth","Greece"
"Williamsmouth","Guadeloupe"
"Harthaven","Sierra Leone"
"Lake Elaine","South Georgia and the South Sandwich Islands"
"Heathertown","Slovakia (Slovak Republic)"
"Robbinstown","Saudi Arabia"
"Crystalbury","Eritrea"
"Karenton","United States Virgin Islands"
"Port Kristinhaven","Nepal"
"East Teresaberg","Armenia"
"Lake Greg","Mali"
"Brendaville","Martinique"
"Port Mariaville","New Zealand"
"New Abigail","Sudan"
"Hamptonshire","Saint Pierre and Miquelon"
"Joneshaven","New Caledonia"
"East Calvin","Algeria"
"Tateshire","Romania"
"North Curtis","Congo"
"Arroyomouth","Gambia"
"Port Christineborough","Oman"
"Lake Austin","Guinea"
"Port Candice","American Samoa"
"West Tina","Netherlands Antilles"
"North Peter","Costa Rica"
"Jonesport","Denmark"
"West Katherineland","Ukraine"
"Estradaton","Guinea-Bissau"
"North Zachary","Saint Lucia"
"West Mariechester","South Africa"
"Wellsburgh","Christmas Island"
"Lake Michelle","Turkey"
"Alexanderville","Sri Lanka"
"Melanieport","Niger"
"Justinland","Cocos (Keeling) Islands"
"East Jessica","Jamaica"
"West Michelle","Canada"
"Whitneyfort","Saint Lucia"
"Angelachester","Dominica"
"Laurabury","Netherlands"
"South Jonathanberg","Pitcairn Islands"
"Carrollton","New Caledonia"
"East Jameshaven","Denmark"
"Jasonton","Kyrgyz Republic"
"Port Dorothy","Korea"
"Baldwinport","Mali"
"New Kathrynville","Kyrgyz Republic"
"Erikmouth","Kiribati"
"Pricechester","Somalia"
"Collinfort","Kenya"
"West Donaldside","Mayotte"
"New Leslie","Turkmenistan"
"Harmonfurt","Saint Barthelemy"
"North Helen","Philippines"
"Jamesport","Malta"
"East Chelseaville","Saint Martin"
"Mariaburgh","Senegal"
"West Gregorystad","Yemen"
"North Keithland","Taiwan"
"Porterfurt","Dominica"
"South Thomas","Belgium"
"Port Richard","Greenland"
"Justinbury","Saint Martin"
"South Kristen","Malaysia"
"Port Lindsey","Jordan"
"Newtonchester","Philippines"
"Williamville","Serbia"
"Port Melissa","Cocos (Keeling) Islands"
"Andrewborough","Russian Federation"
"Kathleenburgh","Benin"
"Crystalview","Dominican Republic"
"Velasquezfort","Turkmenistan"
"Port Wendy","Japan"
"Mitchellside","Somalia"
"South Angela","Zambia"
"East Christopher","Bhutan"
"West Paulborough","Korea"
"New Mark","Lebanon"
"East Jennifermouth","Anguilla"
"New Ryan","Antarctica (the territory South of 60 deg S)"
"Nancyton","Dominican Republic"
"Elizabethburgh","Argentina"
"Brandonbury","Trinidad and Tobago"
"Port Jenniferfort","Bosnia and Herzegovina"
"North Kimberlyland","United Arab Emirates"
"North Robert","Djibouti"
"East Joshuabury","Greenland"
"North Stephanie","Antarctica (the territory South of 60 deg S)"
"Bowmanhaven","Senegal"
"Chrisport","Nigeria"
"Port Kellyside","Paraguay"
"Johnsonchester","Chile"
"Susanhaven","Panama"
"Lake Pam","Algeria"
"New Kevinberg","Nepal"
"Jordanmouth","Bermuda"
"Rodriguezview","Finland"
"Castillostad","Heard Island and McDonald Islands"
"Howardton","Tonga"
"Markhaven","Mozambique"
"Port Benjamin","Bhutan"
"Jamesfort","Pakistan"
"Cindyfort","Uzbekistan"
"South Thomasbury","Uzbekistan"
"South Rickytown","Barbados"
"South Jason","Saint Pierre and Miquelon"
"Stephanieport","Kazakhstan"
"Wadeton","Suriname"
"Martintown","Cape Verde"
"Nancytown","Netherlands Antilles"
"Sarachester","Thailand"
"Port Troyton","San Marino"
"Michaelshire","Monaco"
"Port Jesusport","Syrian Arab Republic"
"Lake Veronica","Philippines"
"Lake Carrieborough","New Caledonia"
"Heatherville","Mexico"
"Dawnhaven","Trinidad and Tobago"
"West Julie","Czech Republic"
"Watsontown","Saint Kitts and Nevis"
"Robertsmouth","Comoros"
"Barbaramouth","Turkey"
"Jamesville","Guyana"
"New Christopherland","Uruguay"
"Lake Robertland","Algeria"
"Martintown","Martinique"
"Lake Jessicaview","Lesotho"
"Katherinetown","Yemen"
"East Benjaminhaven","Belgium"
"West Courtney","French Guiana"
"West Philiphaven","Botswana"
"West Manuelfurt","Italy"
"Thomaston","Oman"
"Fishermouth","Anguilla"
"Tracychester","French Guiana"
"Hoodshire","Grenada"
"Jordanberg","Albania"
"West Andrewview","Burkina Faso"
"East Mark","Guam"
"Moranview","Bangladesh"
"Port Laura","Comoros"
"East Jasonside","Jordan"
"Thompsonburgh","United States Virgin Islands"
"Lake Brookeland","Anguilla"
"Lauramouth","Japan"
"North Billy","Kazakhstan"
"North Erikport","Barbados"
"West Brenda","Holy See (Vatican City State)"
"North Lisa","Anguilla"
"Hutchinsonmouth","Peru"
"North Kevin","Bahrain"
"Wilsonberg","Nicaragua"
"Lake Daniellemouth","Lao People's Democratic Republic"
"East Pamela","Sweden"
"Port Markland","Tanzania"
"Jessicamouth","Belize"
"Wyattborough","Liberia"
"Millerfurt","Anguilla"
"Lopeztown","Sao Tome and Principe"
"North Steven","Sweden"
"Brendaborough","Libyan Arab Jamahiriya"
"Allisonside","Bouvet Island (Bouvetoya)"
"Robinsonfort","Tonga"
